Product_ID,Margin_Rate
1001,0.7509989089082323
1002,0.27333628628403
1003,0.785232348903284
1004,0.7135642080982
1005,0.302831237902865
1006,0.82043345932890943
1007,0.30418565440923
1008,0.530260548694059
1009,0.687037464091554
1010,0.495792550453916
1011,0.220096536329947
1012,0.448054736247286
1013,0.498571552149951
1014,0.384639900177717
1015,0.384639900177717
1016,0.384639900177717
1017,0.384639900177717
1018,0.7284098430958309
1019,0.384639900177717
1020,0.30418565440923
